date,site,plot_code,subplot_code,x,y,number,species,sample_id,identified_by,height,dbh,measured_by,notes,flag,growth_form,foliar_habit,compoundness
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,21,Psidium_sartorianum,NA,OV,18,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,15,Zygia_sp,2,OV,18,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_4H,INT,4H,5,0,14,Hiraea_fagifolia,21,OV,18,NA,OV,NA,NA,Liana,Unknown,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,13,Pouteria_amygdalina,NA,OV,18,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,33,Pouteria_amygdalina,NA,OV,18,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,18,Zygia_sp,2,OV,18,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,15,Zygia_sp,2,OV,18,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,6,Psidium_sartorianum,NA,OV,18,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,8,Parathesis_cubana,NA,OV,18,NA,OV,NA,NA,Tree/shrub,Evergreen,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,24,Psidium_sartorianum,NA,OV,18,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,10,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,15,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7I,INT,7I,9,3,27,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_4H,INT,4H,5,0,15,Hiraea_fagifolia,21,OV,19,NA,OV,NA,NA,Liana,Unknown,Simple
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,26,Zygia_sp,2,OV,19,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,3,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,44,Zygia_sp,2,OV,19,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,22,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,10,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,22,Psidium_sartorianum,NA,OV,19,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,2,Zygia_sp,2,OV,20,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,30,Psidium_sartorianum,NA,OV,20,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,37,Psidium_sartorianum,NA,OV,20,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,58,Psidium_sartorianum,NA,OV,20,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,68,Zygia_sp,2,OV,20,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,1,Zygia_sp,2,OV,20,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,9,Psidium_sartorianum,NA,OV,20,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,15,Zygia_sp,2,OV,20,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,18,Zygia_sp,2,OV,20,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,35,Psidium_sartorianum,NA,OV,20,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,38,Zygia_sp,2,OV,20,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,27,Psidium_sartorianum,NA,OV,20,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,16,Psidium_sartorianum,NA,OV,21,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,17,Coccoloba_cozumelensis,NA,OV,21,NA,OV,NA,NA,Tree/shrub,Deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,5,Psidium_sartorianum,NA,OV,21,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,23,Zygia_sp,2,OV,21,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,13,Paullinia_bracteosa,1,OV,21,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,24,Psidium_sartorianum,NA,OV,21,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,11,Psidium_sartorianum,NA,OV,22,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,18,Psidium_sartorianum,NA,OV,22,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,19,Psidium_sartorianum,NA,OV,22,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,16,Psidium_sartorianum,NA,OV,22,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,25,Zygia_sp,2,NA,22,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_10H,INT,10H,1,3,24,Manilkara_zapota,NA,OV,22,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,4,Zygia_sp,2,OV,22,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_4H,INT,4H,5,0,5,Zygia_sp,2,OV,22,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,6,Zygia_sp,2,OV,22,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,21,Paullinia_bracteosa,1,OV,22,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,58,Zygia_sp,2,OV,22,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,13,Croton_arboreus,NA,OV,22,NA,OV,NA,NA,Tree/shrub,Deciduous,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,20,Psidium_sartorianum,NA,OV,22,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,1,Psidium_sartorianum,NA,OV,23,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,15,Psidium_sartorianum,NA,OV,23,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,3,Pouteria_amygdalina,NA,OV,23,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,11,Psidium_sartorianum,NA,OV,23,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,24,Psidium_sartorianum,NA,OV,23,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,18,Psidium_sartorianum,NA,OV,23,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,26,Lonchocarpus_rugosus,NA,OV,23,NA,OV,NA,NA,Tree,Brevi-deciduous,Compound
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,12,Paullinia_bracteosa,1,OV,23,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,21,Psidium_sartorianum,NA,OV,24,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,15,Zygia_sp,2,OV,24,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,17,Psidium_sartorianum,NA,OV,25,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,26,Pouteria_amygdalina,NA,OV,25,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,28,Zygia_sp,2,OV,25,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,24,Psidium_sartorianum,NA,OV,25,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,14,Paullinia_bracteosa,1,OV,25,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,19,Psidium_sartorianum,NA,OV,26,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,22,Zygia_sp,2,OV,26,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_7I,INT,7I,9,3,8,Zygia_sp,2,OV,26,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,12,Psidium_sartorianum,NA,OV,26,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,15,Paullinia_bracteosa,1,OV,26,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,27,Pithecellobium_lanceolatum,16,OV,26,NA,OV,NA,NA,Tree/shrub,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,36,Psidium_sartorianum,NA,OV,26,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,22,Psidium_sartorianum,NA,OV,26,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,25,Coccoloba_cozumelensis,NA,OV,26,NA,OV,NA,NA,Tree/shrub,Deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,16,Psidium_sartorianum,NA,OV,26,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,11,Psidium_sartorianum,NA,OV,26,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,59,Psidium_sartorianum,NA,OV,27,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,61,Lonchocarpus_rugosus,NA,OV,27,NA,OV,NA,NA,Tree,Brevi-deciduous,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,71,Paullinia_bracteosa,1,OV,27,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,4,Pouteria_amygdalina,NA,OV,27,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,10,Psidium_sartorianum,NA,OV,27,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,28,Paullinia_bracteosa,1,OV,28,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,9,Paullinia_bracteosa,1,OV,28,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,1,Psidium_sartorianum,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,5,Psidium_sartorianum,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,7,Paullinia_bracteosa,1,OV,28,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,8,Lonchocarpus_rugosus,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Compound
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,16,Zygia_sp,2,OV,28,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,23,Zygia_sp,2,OV,28,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,7,Psidium_sartorianum,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,37,Psidium_sartorianum,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,46,Psidium_sartorianum,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,8,Psidium_sartorianum,NA,OV,28,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,19,Manilkara_zapota,NA,OV,28,NA,OV,NA,NA,Tree,Evergreen,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,29,Psidium_sartorianum,NA,OV,29,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7I,INT,7I,9,3,24,Paullinia_bracteosa,1,OV,29,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,35,Psidium_sartorianum,NA,OV,29,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,67,Psidium_sartorianum,NA,OV,29,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,14,Psidium_sartorianum,NA,OV,29,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,39,Psidium_sartorianum,NA,OV,29,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,4,Zygia_sp,2,OV,29,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,7,Senna_racemosa,NA,OV,29,NA,OV,NA,NA,Tree/shrub,Deciduous,Compound
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,9,Eugenia_capuli,NA,OV,30,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,14,Psidium_sartorianum,NA,OV,30,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,28,Pithecellobium_lanceolatum,16,OV,30,NA,OV,NA,NA,Tree/shrub,Evergreen,Compound
2022-03-24T00:00:00Z,INT_10H,INT,10H,1,3,13,Chrysobalanus_icaco,20,OV,30,NA,OV,NA,NA,Tree/shrub,Evergreen,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,28,Psidium_sartorianum,NA,OV,30,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,26,Psidium_sartorianum,NA,OV,31,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,23,Psidium_sartorianum,NA,OV,31,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,23,Lonchocarpus_rugosus,NA,OV,32,NA,OV,NA,NA,Tree,Brevi-deciduous,Compound
2022-03-24T00:00:00Z,INT_10H,INT,10H,1,3,16,Psidium_sartorianum,NA,OV,32,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,7,Psidium_sartorianum,NA,OV,32,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,15,Psidium_sartorianum,NA,OV,32,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,29,Psidium_sartorianum,NA,OV,32,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,32,Psidium_sartorianum,NA,OV,33,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7I,INT,7I,9,3,3,Psidium_sartorianum,NA,OV,33,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7I,INT,7I,9,3,31,Paullinia_bracteosa,1,OV,33,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,74,Psidium_sartorianum,NA,OV,33,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,20,Psidium_sartorianum,NA,OV,33,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,6,Zygia_sp,2,OV,34,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,5,Psidium_sartorianum,NA,OV,34,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,34,Psidium_sartorianum,NA,OV,34,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,21,Psidium_sartorianum,NA,OV,35,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,13,Psidium_sartorianum,NA,OV,35,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,10,Zygia_sp,2,OV,35,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,49,Psidium_sartorianum,NA,OV,36,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,53,Psidium_sartorianum,NA,OV,36,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,19,Psidium_sartorianum,NA,OV,36,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,35,Chamaedorea_seifrizii,NA,OV,36,NA,OV,NA,NA,Palm,Evergreen,Compound
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,22,Zygia_sp,2,OV,36,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,22,Psidium_sartorianum,NA,OV,36,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,26,Psidium_sartorianum,NA,OV,36,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,2,Psidium_sartorianum,NA,OV,37,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,12,Paullinia_bracteosa,1,OV,37,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,39,Psidium_sartorianum,NA,OV,38,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,20,Zygia_sp,2,OV,39,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,22,Psidium_sartorianum,NA,OV,39,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,15,Zygia_sp,2,OV,39,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,15,Psidium_sartorianum,NA,OV,39,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7G,INT,7G,0,0,23,Psidium_sartorianum,NA,OV,39,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,77,Ehretia_tinifolia,NA,OV,40,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,17,Paullinia_bracteosa,1,OV,40,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,23,Psidium_sartorianum,NA,OV,40,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,25,Psidium_sartorianum,NA,OV,40,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,34,Psidium_sartorianum,NA,OV,40,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,43,Psidium_sartorianum,NA,OV,40,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,24,Zygia_sp,2,OV,41,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,24,Eugenia_capuli,NA,OV,42,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_7I,INT,7I,9,3,1,Psidium_sartorianum,NA,OV,42,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,16,Chamaedorea_seifrizii,NA,OV,42,NA,OV,NA,NA,Palm,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,72,Cordia_alliodora,19,OV,42,NA,OV,NA,NA,Tree,Deciduous,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,9,Parathesis_cubana,NA,OV,42,NA,OV,NA,NA,Tree/shrub,Evergreen,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,1,Croton_arboreus,NA,OV,42,NA,OV,NA,NA,Tree/shrub,Deciduous,Simple
2022-03-24T00:00:00Z,INT_9G,INT,9G,5,4,4,Psidium_sartorianum,NA,OV,42,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,13,Psidium_sartorianum,NA,OV,43,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,23,Paullinia_bracteosa,1,OV,43,NA,OV,NA,NA,Liana,Evergreen,Compound
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,75,Ehretia_tinifolia,NA,OV,44,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_4H,INT,4H,5,0,11,Zygia_sp,2,OV,44,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_3I,INT,3I,6,7,26,Psidium_sartorianum,NA,OV,45,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5G,INT,5G,7,3,8,Psidium_sartorianum,NA,OV,45,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_5I,INT,5I,10,4,20,Psidium_sartorianum,NA,OV,46,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,57,Psidium_sartorianum,NA,OV,46,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_10H,INT,10H,1,3,5,Psidium_sartorianum,NA,OV,46,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,17,Zygia_sp,2,OV,46,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_8H,INT,8H,10,5,27,Zygia_sp,2,OV,46,NA,OV,NA,NA,Tree,Unknown,Compound
2022-03-24T00:00:00Z,INT_2H,INT,2H,7,8,9,Psidium_sartorianum,NA,OV,46,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,6,Hiraea_fagifolia,21,OV,46,NA,OV,NA,NA,Liana,Unknown,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,12,Psidium_sartorianum,NA,OV,46,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_3G,INT,3G,1,4,8,Psidium_sartorianum,NA,OV,46,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,51,Psidium_sartorianum,NA,OV,47,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_9I,INT,9I,7,8,56,Psidium_sartorianum,NA,OV,47,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_6H,INT,6H,0,10,18,Psidium_sartorianum,NA,OV,47,NA,OV,NA,NA,Tree,Brevi-deciduous,Simple
2022-03-24T00:00:00Z,INT_1G,INT,1G,9,4,24,Coccoloba_cozumelensis,NA,OV,47,NA,OV,NA,NA,Tree/shrub,Deciduous,Simple
